"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.7,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",8.1346,8.1346,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.7,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",15.574,15.574,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",0.3598,0.3598,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",24.0028,24.0028,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",6.1608,6.1608,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",42.9994,42.9994,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.7,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",14.336,14.336,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.7,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",8.1306,8.1306,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",0.5968,0.5968,NA,1
64,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,0,0.7,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",17.8603,2.4066,33.314,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.7,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",19.31535,17.9538,41.3538,-1
5,0.2,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",15.3085,29.737,0.880000000000003,1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",15.6317,29.6742,1.5892,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",14.8519,24.654,5.0498,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",1.4217,0.6816,2.1618,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",20.8106,40.328,1.2932,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",3.0756,5.9744,0.1768,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",11.7569,20.4652,3.0486,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",8.0154,8.0154,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",14.7962,14.7962,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",6.776,6.776,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",30.7248,30.7248,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",13.056,13.056,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",49.0476,49.0476,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",16.0916,16.0916,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.8,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",9.9144,9.9144,NA,1
5,0.2,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",0.3632,0.3632,NA,1
29,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.5,0.8,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",20.2212,5.1442,35.2982,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.8,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",17.9486,15.2734,41.2476,-1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",13.6361,24.4908,2.7814,1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",14.2867,27.865,0.708399999999997,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",15.2719,23.9602,6.5836,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",0.4719,0.125,0.8188,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",18.5275,34.7676,2.2874,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",3.2804,5.0118,1.549,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",9.7466,18.985,0.508200000000002,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",6.9156,6.9156,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",14.1682,14.1682,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",12.96,12.96,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",37.1006,37.1006,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",19.8714,19.8714,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",56.1494,56.1494,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",18.6606,18.6606,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,0.9,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",11.9434,11.9434,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",4.83,4.83,NA,1
36,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.4,0.9,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",22.1889,7.72,36.6578,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,0.9,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",16.39875,12.5342,40.5266,-1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",11.5285,22.1914,0.865600000000001,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",12.3976,22.326,2.4692,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",14.8828,22.4978,7.2678,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",1.1019,1.7478,0.456,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",16.442,32.3514,0.532600000000002,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",1.3643,0.1584,2.5702,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",8.8256,16.8214,0.829799999999999,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",5.0936,5.0936,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",12.5698,12.5698,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",15.6868,15.6868,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",40.1382,40.1382,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",22.7604,22.7604,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",58.5802,58.5802,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",21.6536,21.6536,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",15.9106,15.9106,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",7.8962,7.8962,NA,1
15,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.7,1,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",23.8074,9.78,37.8348,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",14.94915,10.2864,39.2238,-1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",10.0438,19.8036,0.283999999999999,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",10.3621,20.1052,0.619,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",14.2886,20.6362,7.941,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",2.2548,3.3486,1.161,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",14.4867,27.7528,1.2206,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",1.654,2.0628,1.2452,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",7.906,11.8396,3.9724,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",3.6022,3.6022,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",10.678,10.678,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",17.9808,17.9808,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",41.9592,41.9592,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",24.7678,24.7678,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",61.0418,61.0418,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",25.6284,25.6284,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.1,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",20.4842,20.4842,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",10.014,10.014,NA,1
57,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.1,1.1,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",24.8988,11.08,38.7176,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.1,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",13.52215,8.3168,37.455,-1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",8.5051,15.6516,1.3586,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",8.7163,17.0324,0.400199999999998,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",13.1409,18.411,7.8708,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",3.3645,5.3604,1.3686,1
5,0.2,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",12.6808,21.4162,3.9454,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",3.2155,4.7696,1.6614,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",6.3757,9.1318,3.6196,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",1.8306,1.8306,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",8.6724,8.6724,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",19.823,19.823,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",43.918,43.918,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",26.943,26.943,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",62.8666,62.8666,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",31.2398,31.2398,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.2,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",25.0768,25.0768,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",11.37,11.37,NA,1
29,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.5,1.2,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",25.7865,12.112,39.461,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.2,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",12.11535,6.4044,35.6526,-1
4,0.175,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"LagoEtAl15E1","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",6.4134,12.2324,0.5944,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"LagoEtAl15E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",7.1182,13.8436,0.392800000000001,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"LagoEtAl15E3a","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",12.5784,16.6932,8.4636,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"LagoEtAl15E3b","SP","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",4.7629,7.5438,1.982,1
5,0.2,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"WagersEtAl09E2","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",9.5842,16.2496,2.9188,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"WagersEtAl09E3plu","EN","SPR","RT",NA,"num","pro","subj","agreement","plural","subj","subj_OR_topic","medium",4.3667,7.4082,1.3252,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"WagersEtAl09E3sing","EN","SPR","RT",NA,"num","pro","subj","agreement","sing","subj","subj_OR_topic","medium",4.9128,7.6054,2.2202,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"VanDykeEtAl11E1bPro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",0.498,0.498,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,1.3,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",6.3658,6.3658,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.3,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",21.0542,21.0542,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.3,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",45.276,45.276,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.3,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",27.849,27.849,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,1.3,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",63.931,63.931,NA,1
